,Temperature,Rain
2024-12-01 03:35:00,17.39595230428388,0
2024-12-01 03:40:00,18.366343597179412,0
2024-12-01 03:45:00,18.114174013916163,0
2024-12-01 03:50:00,18.050547760156462,0
2024-12-01 03:55:00,18.142771863284295,0
2024-12-01 04:00:00,18.31567539991788,0
2024-12-01 04:05:00,18.95834248357414,0
2024-12-01 04:10:00,18.439297513437307,0
2024-12-01 04:15:00,17.760832182037326,0
2024-12-01 04:20:00,18.308998069780834,0
2024-12-01 04:25:00,18.23098135117442,0
2024-12-01 04:30:00,18.957696369034544,0
2024-12-01 04:35:00,17.262711560501103,0
2024-12-01 04:40:00,18.648408731676376,0
2024-12-01 04:45:00,18.883247243851493,0
2024-12-01 04:50:00,18.476003175902022,0
2024-12-01 04:55:00,18.00697629940604,0
2024-12-01 05:00:00,18.789465617241564,0
2024-12-01 05:05:00,18.927848680312817,0
2024-12-01 05:10:00,18.97354588477131,1
2024-12-01 05:15:00,19.30233887323291,0
2024-12-01 05:20:00,18.16411360766399,0
2024-12-01 05:25:00,19.16259923152406,0
2024-12-01 05:30:00,18.536312610159907,0
2024-12-01 05:35:00,20.043131733668268,0
2024-12-01 05:40:00,19.542003164372957,0
2024-12-01 05:45:00,19.385521037211586,0
2024-12-01 05:50:00,19.849054384188726,0
2024-12-01 05:55:00,20.043597949267095,0
2024-12-01 06:00:00,18.897862936175887,0
2024-12-01 06:05:00,20.327440761554847,0
2024-12-01 06:10:00,20.201778221900618,0
2024-12-01 06:15:00,19.511287323747418,1
2024-12-01 06:20:00,20.08677944608368,0
2024-12-01 06:25:00,20.202383071608693,0
2024-12-01 06:30:00,19.595965479792007,0
2024-12-01 06:35:00,20.797618766848835,0
2024-12-01 06:40:00,20.83337213356818,0
2024-12-01 06:45:00,20.897091529978887,0
2024-12-01 06:50:00,20.635149476129136,0
2024-12-01 06:55:00,19.915969551402362,0
2024-12-01 07:00:00,20.496647132027633,0
2024-12-01 07:05:00,20.61441663435229,0
2024-12-01 07:10:00,20.515057356454808,0
2024-12-01 07:15:00,20.696171559631008,1
2024-12-01 07:20:00,21.663156092668082,1
2024-12-01 07:25:00,22.561700270089485,0
2024-12-01 07:30:00,21.80425928664364,0
2024-12-01 07:35:00,22.36319896994326,0
2024-12-01 07:40:00,21.55266577209896,0
2024-12-01 07:45:00,22.025259039627183,0
2024-12-01 07:50:00,22.015579266556752,0
2024-12-01 07:55:00,22.493281473784453,0
2024-12-01 08:00:00,23.376314124905733,0
2024-12-01 08:05:00,21.970820852303248,0
2024-12-01 08:10:00,22.38536538554207,0
2024-12-01 08:15:00,23.90094015965416,0
2024-12-01 08:20:00,21.878228267278438,0
2024-12-01 08:25:00,22.99821555161915,0
2024-12-01 08:30:00,23.401793420330243,0
2024-12-01 08:35:00,23.820191518664043,0
2024-12-01 08:40:00,23.90108668886954,0
2024-12-01 08:45:00,23.638996671321053,0
2024-12-01 08:50:00,22.749265454222343,0
2024-12-01 08:55:00,24.334238036824587,0
2024-12-01 09:00:00,23.721621631801533,0
2024-12-01 09:05:00,24.143656865236082,0
2024-12-01 09:10:00,24.81164125124219,0
2024-12-01 09:15:00,23.919202049623387,0
2024-12-01 09:20:00,24.077936237670023,1
2024-12-01 09:25:00,25.35062475712937,0
2024-12-01 09:30:00,25.014797622165457,0
2024-12-01 09:35:00,24.668376530267974,0
2024-12-01 09:40:00,25.353540037756623,0
2024-12-01 09:45:00,24.034847841206254,0
2024-12-01 09:50:00,25.563009650686258,0
2024-12-01 09:55:00,26.01151741884915,0
2024-12-01 10:00:00,26.144420218065147,0
2024-12-01 10:05:00,25.789212650960625,0
2024-12-01 10:10:00,25.885910143249554,0
2024-12-01 10:15:00,25.66759078358838,0
2024-12-01 10:20:00,26.479508854850412,0
2024-12-01 10:25:00,26.573758297052034,0
2024-12-01 10:30:00,26.863878402974695,0
2024-12-01 10:35:00,27.097007614295435,0
2024-12-01 10:40:00,26.376299091966573,0
2024-12-01 10:45:00,27.729284247305774,0
2024-12-01 10:50:00,27.87170800267878,0
2024-12-01 10:55:00,27.70823082270213,0
2024-12-01 11:00:00,26.564568950662494,0
2024-12-01 11:05:00,27.80733036445047,0
2024-12-01 11:10:00,27.049449935702,0
2024-12-01 11:15:00,26.98915385465746,0
2024-12-01 11:20:00,26.358764594738975,0
2024-12-01 11:25:00,27.42836736980439,0
2024-12-01 11:30:00,27.69597122526158,0
2024-12-01 11:35:00,27.49785574988393,1
2024-12-01 11:40:00,28.524933833469184,0
2024-12-01 11:45:00,27.648742404149015,1
2024-12-01 11:50:00,28.131827024546617,0
2024-12-01 11:55:00,29.24968607406712,0
2024-12-01 12:00:00,27.250076032929123,0
2024-12-01 12:05:00,29.174690752901935,0
2024-12-01 12:10:00,28.796324239868223,0
2024-12-01 12:15:00,29.055712087872966,0
2024-12-01 12:20:00,28.510205564694697,0
2024-12-01 12:25:00,29.205546301521412,0
2024-12-01 12:30:00,28.92115444186643,0
2024-12-01 12:35:00,29.365824389848825,0
2024-12-01 12:40:00,28.67925256687441,0
2024-12-01 12:45:00,29.006432437950956,0
2024-12-01 12:50:00,28.570520774756154,0
2024-12-01 12:55:00,28.74027688767337,0
2024-12-01 13:00:00,29.10523063165386,0
2024-12-01 13:05:00,29.5704626118445,0
2024-12-01 13:10:00,30.167349810234743,0
2024-12-01 13:15:00,29.58597321543878,1
2024-12-01 13:20:00,29.123905339567845,0
2024-12-01 13:25:00,30.054171027835377,0
2024-12-01 13:30:00,29.22626849079328,0
2024-12-01 13:35:00,29.304857205412837,0
2024-12-01 13:40:00,29.65392407866976,0
2024-12-01 13:45:00,29.90649750778502,0
2024-12-01 13:50:00,28.7370955013267,0
2024-12-01 13:55:00,28.867425844780662,1
2024-12-01 14:00:00,29.339748813244917,0
2024-12-01 14:05:00,30.45841095172802,0
2024-12-01 14:10:00,30.08687035172953,0
2024-12-01 14:15:00,30.28587683835351,0
2024-12-01 14:20:00,30.529786205296066,0
2024-12-01 14:25:00,28.334758629961296,0
2024-12-01 14:30:00,29.966026142470255,1
2024-12-01 14:35:00,30.305986358912946,0
2024-12-01 14:40:00,29.891420168900275,0
2024-12-01 14:45:00,30.054332063954007,0
2024-12-01 14:50:00,29.916557654328223,0
2024-12-01 14:55:00,29.666097518722612,0
2024-12-01 15:00:00,29.67644448914101,0
2024-12-01 15:05:00,30.55396058841211,0
2024-12-01 15:10:00,30.763381231536012,0
2024-12-01 15:15:00,29.24447072976264,0
2024-12-01 15:20:00,29.08673028844539,0
2024-12-01 15:25:00,30.374067692140542,1
2024-12-01 15:30:00,30.070249807331102,0
2024-12-01 15:35:00,29.89268455692398,0
2024-12-01 15:40:00,30.396490056972333,0
2024-12-01 15:45:00,30.116009195805436,0
2024-12-01 15:50:00,30.515441643391267,1
2024-12-01 15:55:00,30.188355303368127,0
2024-12-01 16:00:00,30.664001378777918,0
2024-12-01 16:05:00,28.98020635113866,0
2024-12-01 16:10:00,29.685134123231876,0
2024-12-01 16:15:00,29.571628437144934,0
2024-12-01 16:20:00,30.167740504514224,0
2024-12-01 16:25:00,29.081123339615583,0
2024-12-01 16:30:00,30.035549116152612,0
2024-12-01 16:35:00,29.18313132054151,0
2024-12-01 16:40:00,28.968647560403014,0
2024-12-01 16:45:00,28.633723189459513,0
2024-12-01 16:50:00,28.885627805785774,0
2024-12-01 16:55:00,28.640408215355198,0
2024-12-01 17:00:00,29.26668778390712,1
2024-12-01 17:05:00,28.93420503470024,0
2024-12-01 17:10:00,28.169072667543915,0
2024-12-01 17:15:00,27.60519410910624,0
2024-12-01 17:20:00,28.643788321680884,0
2024-12-01 17:25:00,28.630119112232197,0
2024-12-01 17:30:00,28.825613787792562,0
2024-12-01 17:35:00,28.247245114334483,0
2024-12-01 17:40:00,28.16544396481113,0
2024-12-01 17:45:00,29.032043378617534,0
2024-12-01 17:50:00,27.732118649839183,0
2024-12-01 17:55:00,28.079470101461713,0
2024-12-01 18:00:00,28.72364165375393,0
2024-12-01 18:05:00,27.947807463563237,0
2024-12-01 18:10:00,28.036644826112493,1
2024-12-01 18:15:00,27.79992591437857,0
2024-12-01 18:20:00,26.665884973127305,0
2024-12-01 18:25:00,28.27605384607824,1
2024-12-01 18:30:00,28.023674717000816,1
2024-12-01 18:35:00,27.638041461089177,1
2024-12-01 18:40:00,27.798875525115207,0
2024-12-01 18:45:00,27.20769407883986,0
2024-12-01 18:50:00,27.82613242355948,0
2024-12-01 18:55:00,27.01989741045813,0
2024-12-01 19:00:00,26.87345988071608,0
2024-12-01 19:05:00,26.86016987948735,0
2024-12-01 19:10:00,26.177442180943522,0
2024-12-01 19:15:00,27.467356985525882,0
2024-12-01 19:20:00,25.983447013135947,1
2024-12-01 19:25:00,26.59738681056214,0
2024-12-01 19:30:00,26.394709503852393,0
2024-12-01 19:35:00,25.77175608090014,0
2024-12-01 19:40:00,26.24262288178119,0
2024-12-01 19:45:00,25.290624868164425,0
2024-12-01 19:50:00,25.938409326758645,0
2024-12-01 19:55:00,26.03203937929512,0
2024-12-01 20:00:00,25.50604546807871,0
2024-12-01 20:05:00,25.87261970047662,0
2024-12-01 20:10:00,25.07387986250284,0
2024-12-01 20:15:00,25.01789589375638,0
2024-12-01 20:20:00,24.868564496267442,0
2024-12-01 20:25:00,23.427903833776988,0
2024-12-01 20:30:00,25.36845024776864,0
2024-12-01 20:35:00,23.737013276830822,0
2024-12-01 20:40:00,24.2884321058133,0
2024-12-01 20:45:00,24.391805890320846,0
2024-12-01 20:50:00,24.239809021432276,0
2024-12-01 20:55:00,23.57081556591161,0
2024-12-01 21:00:00,23.936308381125468,0
2024-12-01 21:05:00,22.897489229643273,0
2024-12-01 21:10:00,23.162257406249772,1
2024-12-01 21:15:00,23.261003951476106,0
2024-12-01 21:20:00,23.94618979718146,0
2024-12-01 21:25:00,23.344950242224353,0
2024-12-01 21:30:00,22.813943257064956,0
2024-12-01 21:35:00,23.949548044110774,0
2024-12-01 21:40:00,22.61961124506432,0
2024-12-01 21:45:00,22.58437159762244,0
2024-12-01 21:50:00,22.476420438963476,0
2024-12-01 21:55:00,22.238902310934705,0
2024-12-01 22:00:00,22.507705763854958,0
2024-12-01 22:05:00,22.926384779367712,0
2024-12-01 22:10:00,21.83874519479641,0
2024-12-01 22:15:00,21.92029426424694,0
2024-12-01 22:20:00,21.57836491153236,0
2024-12-01 22:25:00,21.757599294043352,0
2024-12-01 22:30:00,20.876942007035083,0
2024-12-01 22:35:00,21.67318166490619,1
2024-12-01 22:40:00,21.1444143285143,0
2024-12-01 22:45:00,20.268756262460503,0
2024-12-01 22:50:00,20.90396037958123,0
2024-12-01 22:55:00,20.92703977562388,0
2024-12-01 23:00:00,20.38782099717294,1
2024-12-01 23:05:00,20.55468003720813,0
2024-12-01 23:10:00,20.947047554471958,0
2024-12-01 23:15:00,19.97387595824344,0
2024-12-01 23:20:00,20.574414419321535,0
2024-12-01 23:25:00,20.298078952550743,1
2024-12-01 23:30:00,19.90154250933139,0
2024-12-01 23:35:00,19.74783881195317,0
2024-12-01 23:40:00,20.455263463773996,0
2024-12-01 23:45:00,19.4527160479502,0
2024-12-01 23:50:00,19.921956726055996,0
2024-12-01 23:55:00,19.699357596880745,1
